Tipo Titulo,Data Vencimento,Data Base,PU Base Manha,Juros
Tesouro IPCA+,2015-05-15,2009-11-27,1291.27,4.73223127465385
Tesouro Prefixado,2011-01-01,2009-11-27,898.54,10.26207160048027
Tesouro Prefixado,2012-01-01,2009-11-27,791.7,11.7975585630673
Tesouro Prefixado,2010-01-01,2009-11-27,992.09,8.64056769504115
Tesouro Selic,2014-03-07,2009-11-27,4059.69,0.1551387201544
Tesouro Selic,2013-03-07,2009-11-27,4061.32,0.19405753171350001
Tesouro Selic,2012-03-07,2009-11-27,4063.86,0.26040155633868
Tesouro Selic,2011-03-16,2009-11-27,4065.57,0.4345086763599
Tesouro Selic,2010-03-17,2009-11-27,4066.5,1.83247019880909
Tesouro Prefixado,2010-07-01,2009-11-27,950.2,9.02200747605919
Tesouro IPCA+,2024-08-15,2009-11-30,724.1,4.53022358881749
Tesouro Prefixado,2010-01-01,2009-11-30,992.43,9.06056170015159
Tesouro Prefixado,2010-07-01,2009-11-30,950.48,9.09959149255243
Tesouro Selic,2011-03-16,2009-11-30,4066.91,0.41957516313662
Tesouro Selic,2010-03-17,2009-11-30,4067.84,1.8053032963251998
Tesouro Selic,2013-03-07,2009-11-30,4062.67,0.18751230492439
Tesouro IPCA+,2015-05-15,2009-11-30,1292.79,4.72393748580683
Tesouro Selic,2012-03-07,2009-11-30,4065.2,0.25128677154075
Tesouro Selic,2014-03-07,2009-11-30,4061.04,0.15005170007285
Tesouro Prefixado,2012-01-01,2009-11-30,791.61,11.85274946765295
Tesouro Prefixado,2011-01-01,2009-11-30,898.71,10.32429479383136
Tesouro Prefixado,2010-07-01,2009-12-01,950.71,9.09893142374356
Tesouro Selic,2010-03-17,2009-12-01,4069.18,5.06049534190196
Tesouro Selic,2011-03-16,2009-12-01,4068.25,1.1319784651779101
Tesouro Selic,2012-03-07,2009-12-01,4066.54,0.6546555411276199
Tesouro Selic,2013-03-07,2009-12-01,4064.01,0.46695830138134
Tesouro IPCA+,2024-08-15,2009-12-01,725.38,4.54053088889245
Tesouro IPCA+,2015-05-15,2009-12-01,1292.64,4.77685188481376
Tesouro Selic,2014-03-07,2009-12-01,4062.38,0.36381243463826995
Tesouro Prefixado,2011-01-01,2009-12-01,898.8,10.34147952568682
Tesouro Prefixado,2012-01-01,2009-12-01,790.78,11.9255549267474
Tesouro Prefixado,2010-01-01,2009-12-01,992.75,8.95148749078824
Tesouro Selic,2013-03-07,2009-12-02,4065.36,0.46029127804867004
Tesouro Prefixado,2012-01-01,2009-12-02,792.31,11.83820777050124
Tesouro Prefixado,2010-07-01,2009-12-02,951.15,9.0565833721079
Tesouro Selic,2014-03-07,2009-12-02,4063.72,0.35868611248772
Tesouro Prefixado,2011-01-01,2009-12-02,899.59,10.27934665752923
Tesouro Selic,2012-03-07,2009-12-02,4067.89,0.64525838831679
Tesouro Prefixado,2010-01-01,2009-12-02,993.08,8.82205728706673
Tesouro IPCA+,2024-08-15,2009-12-02,726.66,4.53274649644126
Tesouro Selic,2010-03-17,2009-12-02,4070.52,5.026876387396221
Tesouro IPCA+,2015-05-15,2009-12-02,1295.13,4.7537774265683
Tesouro Selic,2011-03-16,2009-12-02,4069.6,1.11637793418668
Tesouro Selic,2012-03-07,2009-12-03,4069.23,0.6359182622730399
Tesouro Prefixado,2010-07-01,2009-12-03,951.38,9.055744844867949
Tesouro Prefixado,2010-01-01,2009-12-03,993.42,8.6702436122219
Tesouro Prefixado,2012-01-01,2009-12-03,792.37,11.85061888811795
Tesouro IPCA+,2015-05-15,2009-12-03,1296.31,4.744137172599619
Tesouro IPCA+,2024-08-15,2009-12-03,727.94,4.52497500668287
Tesouro Prefixado,2011-01-01,2009-12-03,899.32,10.33743714689121
Tesouro Selic,2011-03-16,2009-12-03,4070.94,1.10085287229355
Tesouro Selic,2013-03-07,2009-12-03,4066.7,0.45366814798595
Tesouro Selic,2010-03-17,2009-12-03,4071.87,4.99202476849787
Tesouro Selic,2014-03-07,2009-12-03,4065.07,0.35351522073858
Tesouro Selic,2011-03-16,2009-12-04,4072.29,1.0851356839413902
Tesouro Prefixado,2012-01-01,2009-12-04,792.58,11.85286263585823
Tesouro Prefixado,2011-01-01,2009-12-04,899.24,10.37418472053397
Tesouro Prefixado,2010-07-01,2009-12-04,951.66,9.044896332613419
Tesouro Selic,2014-03-07,2009-12-04,4066.41,0.34837975301231
Tesouro Selic,2013-03-07,2009-12-04,4068.04,0.44703662643347997
Tesouro Selic,2012-03-07,2009-12-04,4070.57,0.6265596730796199
Tesouro Selic,2010-03-17,2009-12-04,4073.21,4.95716697919834
Tesouro IPCA+,2015-05-15,2009-12-04,1297.48,4.73460143204895
Tesouro Prefixado,2010-01-01,2009-12-04,993.74,8.53647766003773
Tesouro IPCA+,2024-08-15,2009-12-04,730.22,4.51049271063668
Tesouro Selic,2011-03-16,2009-12-07,4073.63,1.07412823117047
Tesouro Selic,2013-03-07,2009-12-07,4069.39,0.44108854148221
Tesouro Prefixado,2010-07-01,2009-12-07,951.89,9.13571902866112
Tesouro Prefixado,2011-01-01,2009-12-07,899.16,10.46722514749447
Tesouro Prefixado,2012-01-01,2009-12-07,792.79,11.88831737181963
Tesouro Selic,2014-03-07,2009-12-07,4067.76,0.34364298752465
Tesouro IPCA+,2024-08-15,2009-12-07,730.7,4.50984514845367
Tesouro IPCA+,2015-05-15,2009-12-07,1298.34,4.73311362730817
Tesouro Selic,2010-03-17,2009-12-07,4074.55,5.02253092945448
Tesouro Selic,2012-03-07,2009-12-07,4071.92,0.6186148378113501
Tesouro Prefixado,2010-01-01,2009-12-07,994.06,9.09426859217785
Tesouro IPCA+,2024-08-15,2009-12-08,729.98,4.51554509139726
Tesouro Selic,2012-03-07,2009-12-08,4073.26,0.60919784210959
Tesouro Selic,2013-03-07,2009-12-08,4070.74,0.43437703761266
Tesouro Selic,2014-03-07,2009-12-08,4069.11,0.33845187004953997
Tesouro Prefixado,2010-07-01,2009-12-08,952.37,9.08424441423163
Tesouro Prefixado,2011-01-01,2009-12-08,900.03,10.39520773122288
Tesouro Prefixado,2012-01-01,2009-12-08,793.73,11.84076986050768
Tesouro Prefixado,2010-01-01,2009-12-08,994.39,8.93896333139914
Tesouro IPCA+,2015-05-15,2009-12-08,1298.85,4.73033045841988
Tesouro Selic,2010-03-17,2009-12-08,4075.89,4.98662035827253
Tesouro Selic,2011-03-16,2009-12-08,4074.97,1.05836877439271
Tesouro IPCA+,2015-05-15,2009-12-09,1298.15,4.73994663561834
Tesouro IPCA+,2024-08-15,2009-12-09,731.32,4.507399348284189
Tesouro Prefixado,2012-01-01,2009-12-09,793.5,11.87311778930131
Tesouro Selic,2012-03-07,2009-12-09,4074.61,0.5996861170989201
Tesouro Selic,2011-03-16,2009-12-09,4076.32,1.04241432208955
Tesouro Selic,2010-03-17,2009-12-09,4077.23,4.95001874468779
Tesouro Selic,2013-03-07,2009-12-09,4072.09,0.42765699718455996
Tesouro Selic,2014-03-07,2009-12-09,4070.45,0.33329621638205004
Tesouro Prefixado,2010-01-01,2009-12-09,994.72,8.77059425334272
Tesouro Prefixado,2010-07-01,2009-12-09,952.51,9.10203186899314
Tesouro Prefixado,2011-01-01,2009-12-09,899.96,10.431434976184411
Tesouro IPCA+,2015-05-15,2009-12-10,1297.36,4.75050115837818
Tesouro IPCA+,2024-08-15,2009-12-10,731.61,4.50631137388179
Tesouro Prefixado,2011-01-01,2009-12-10,900.05,10.44932798662616
Tesouro Prefixado,2012-01-01,2009-12-10,793.56,11.88570095913272
Tesouro Prefixado,2010-07-01,2009-12-10,952.85,9.07879507907429
Tesouro Selic,2010-03-17,2009-12-10,4078.58,4.91203679389207
Tesouro Selic,2014-03-07,2009-12-10,4071.8,0.32809582584062996
Tesouro Selic,2013-03-07,2009-12-10,4073.43,0.42098091214208
Tesouro Selic,2012-03-07,2009-12-10,4075.96,0.5901554403053599
Tesouro Prefixado,2010-01-01,2009-12-10,995.04,8.60553333979914
Tesouro Selic,2011-03-16,2009-12-10,4077.66,1.02653467799251
Tesouro Selic,2013-03-07,2009-12-11,4074.78,0.41424375430552
Tesouro IPCA+,2015-05-15,2009-12-11,1297.88,4.7476154712395395
Tesouro IPCA+,2024-08-15,2009-12-11,731.89,4.50529089555711
Tesouro Prefixado,2011-01-01,2009-12-11,901.27,10.33625624494212
Tesouro Prefixado,2010-01-01,2009-12-11,995.38,8.38734945343204
Tesouro Selic,2010-03-17,2009-12-11,4079.92,4.873982642619111
Tesouro Selic,2011-03-16,2009-12-11,4079.01,1.01045881866679
Tesouro Selic,2012-03-07,2009-12-11,4077.3,0.5806818307627599
Tesouro Prefixado,2012-01-01,2009-12-11,793.91,11.87843822959424
Tesouro Prefixado,2010-07-01,2009-12-11,953.51,8.98918979067333
Tesouro Selic,2014-03-07,2009-12-11,4073.14,0.32293090038493
Tesouro Prefixado,2011-01-01,2009-12-14,901.71,10.36991412129184
Tesouro Selic,2010-03-17,2009-12-14,4081.27,4.94098540199614
Tesouro Prefixado,2012-01-01,2009-12-14,794.7,11.87446837031611
Tesouro Selic,2014-03-07,2009-12-14,4074.49,0.31813340688036
Tesouro Selic,2013-03-07,2009-12-14,4076.13,0.40819066132589
Tesouro Selic,2012-03-07,2009-12-14,4078.65,0.5725203376480901
Tesouro Selic,2011-03-16,2009-12-14,4080.35,0.99883122493893
Tesouro Prefixado,2010-07-01,2009-12-14,953.94,9.04044185597545
Tesouro Prefixado,2010-01-01,2009-12-14,995.71,9.11569012682607
Tesouro IPCA+,2024-08-15,2009-12-14,735.41,4.48428900942143
Tesouro IPCA+,2015-05-15,2009-12-14,1299.44,4.73895422693997
Tesouro Selic,2013-03-07,2009-12-15,4077.48,0.40142534595486
Tesouro Selic,2010-03-17,2009-12-15,4082.62,4.90093905489885
Tesouro Prefixado,2012-01-01,2009-12-15,795.06,11.86649906451968
Tesouro Selic,2012-03-07,2009-12-15,4080.0,0.56291045859124
Tesouro Selic,2011-03-16,2009-12-15,4081.7,0.9825702488352499
Tesouro Selic,2014-03-07,2009-12-15,4075.84,0.3129125138489
Tesouro Prefixado,2010-01-01,2009-12-15,996.04,8.89900125149687
Tesouro Prefixado,2010-07-01,2009-12-15,954.22,9.02907381716848
Tesouro IPCA+,2015-05-15,2009-12-15,1301.91,4.71605663348941
Tesouro IPCA+,2024-08-15,2009-12-15,735.68,4.48334039879319
Tesouro Prefixado,2011-01-01,2009-12-15,901.97,10.36799740232667
Tesouro Prefixado,2012-01-01,2009-12-16,794.69,11.90881739155438
Tesouro Prefixado,2010-01-01,2009-12-16,996.36,8.68091032774263
Tesouro IPCA+,2024-08-15,2009-12-16,735.95,4.48239210470311
Tesouro Prefixado,2011-01-01,2009-12-16,901.73,10.424745838046109
Tesouro IPCA+,2015-05-15,2009-12-16,1301.74,4.7202427058849095
Tesouro Selic,2010-03-17,2009-12-16,4083.96,4.86077114016316
Tesouro Selic,2011-03-16,2009-12-16,4083.05,0.9662465484163
Tesouro Prefixado,2010-07-01,2009-12-16,954.37,9.04514317515685
Tesouro Selic,2014-03-07,2009-12-16,4077.19,0.30768691986207003
Tesouro Selic,2013-03-07,2009-12-16,4078.83,0.39465134795217
Tesouro Selic,2012-03-07,2009-12-16,4081.35,0.55328124806903
Tesouro Selic,2012-03-07,2009-12-17,4082.7,0.54363263464898
Tesouro IPCA+,2015-05-15,2009-12-17,1302.24,4.71755698769753
Tesouro IPCA+,2024-08-15,2009-12-17,738.25,4.46790650236899
Tesouro Prefixado,2011-01-01,2009-12-17,901.58,10.47122913231184
Tesouro Prefixado,2010-07-01,2009-12-17,954.61,9.042223556365391
Tesouro Prefixado,2010-01-01,2009-12-17,996.69,8.40805253087011
Tesouro Selic,2013-03-07,2009-12-17,4080.18,0.38786864426534
Tesouro Selic,2010-03-17,2009-12-17,4085.31,4.81903968479555
Tesouro Selic,2011-03-16,2009-12-17,4084.4,0.94985971918795
Tesouro Prefixado,2012-01-01,2009-12-17,793.75,11.99068441256181
Tesouro Selic,2014-03-07,2009-12-17,4078.54,0.30245661481109
Tesouro Selic,2013-03-07,2009-12-18,4081.53,0.38107721176763004
Tesouro Selic,2010-03-17,2009-12-18,4086.65,4.77714596327627
Tesouro Selic,2011-03-16,2009-12-18,4085.75,0.93340935321357
Tesouro Selic,2012-03-07,2009-12-18,4084.05,0.53396454656069
Tesouro IPCA+,2024-08-15,2009-12-18,739.53,4.46024169779961
Tesouro Selic,2014-03-07,2009-12-18,4079.89,0.29722158856324
Tesouro IPCA+,2015-05-15,2009-12-18,1304.7,4.69477540797891
Tesouro Prefixado,2010-01-01,2009-12-18,997.02,8.09736294047627
Tesouro Prefixado,2012-01-01,2009-12-18,793.53,12.02297582859521
Tesouro Prefixado,2011-01-01,2009-12-18,902.61,10.37873650878833
Tesouro Prefixado,2010-07-01,2009-12-18,955.26,8.95164352449742
Tesouro IPCA+,2015-05-15,2009-12-21,1305.5,4.69388123892742
Tesouro IPCA+,2024-08-15,2009-12-21,744.04,4.43289083467297
Tesouro Selic,2011-03-16,2009-12-21,4087.09,0.92112711511544
Tesouro Prefixado,2010-01-01,2009-12-21,997.36,9.17434515636808
Tesouro Prefixado,2012-01-01,2009-12-21,794.75,11.98964373032687
Tesouro Prefixado,2011-01-01,2009-12-21,903.22,10.39326367578101
Tesouro Prefixado,2010-07-01,2009-12-21,955.55,9.03471408211373
Tesouro Selic,2012-03-07,2009-12-21,4085.4,0.5255796434251601
Tesouro Selic,2013-03-07,2009-12-21,4082.88,0.37491692105790997
Tesouro Selic,2010-03-17,2009-12-21,4088.0,4.84632602781245
Tesouro Selic,2014-03-07,2009-12-21,4081.24,0.29236232313882
Tesouro Prefixado,2010-07-01,2009-12-22,955.92,9.00337508981821
Tesouro Selic,2011-03-16,2009-12-22,4088.44,0.9044832769678599
Tesouro Selic,2010-03-17,2009-12-22,4089.35,4.80207799432967
Tesouro IPCA+,2015-05-15,2009-12-22,1306.65,4.68452745989216
Tesouro IPCA+,2024-08-15,2009-12-22,747.38,4.4117072871658
Tesouro Prefixado,2011-01-01,2009-12-22,903.74,10.36049158661427
Tesouro Selic,2013-03-07,2009-12-22,4084.23,0.36809683528112996
Tesouro Selic,2012-03-07,2009-12-22,4086.74,0.5159266923992301
Tesouro Prefixado,2010-01-01,2009-12-22,997.69,8.814058132187471
Tesouro Prefixado,2012-01-01,2009-12-22,795.4,11.96159418480924
Tesouro Selic,2014-03-07,2009-12-22,4082.59,0.28711122318669
Tesouro Selic,2014-03-07,2009-12-23,4083.94,0.28185535704244996
Tesouro Selic,2013-03-07,2009-12-23,4085.58,0.36126791754300003
Tesouro IPCA+,2015-05-15,2009-12-23,1310.44,4.64816274990402
Tesouro IPCA+,2024-08-15,2009-12-23,752.8,4.37701186808578
Tesouro Selic,2012-03-07,2009-12-23,4088.09,0.50617710965368
Tesouro Prefixado,2012-01-01,2009-12-23,797.05,11.864080961794981
Tesouro Prefixado,2011-01-01,2009-12-23,904.18,10.337122895573781
Tesouro Prefixado,2010-01-01,2009-12-23,998.02,8.3758027909466
Tesouro Selic,2011-03-16,2009-12-23,4089.79,0.8877740867421401
Tesouro Selic,2010-03-17,2009-12-23,4090.7,4.75683003243403
Tesouro Prefixado,2010-07-01,2009-12-23,956.3,8.96955619218728
Tesouro Selic,2012-03-07,2009-12-24,4089.45,0.49633063358642
Tesouro Selic,2010-03-17,2009-12-24,4092.05,4.71054663020289
Tesouro Selic,2013-03-07,2009-12-24,4086.93,0.35443014429463
Tesouro Selic,2011-03-16,2009-12-24,4091.14,0.8709991167719
Tesouro Selic,2014-03-07,2009-12-24,4085.29,0.27659471443537
Tesouro IPCA+,2015-05-15,2009-12-24,1310.93,4.64556909361182
Tesouro Prefixado,2011-01-01,2009-12-24,903.87,10.40329129549531
Tesouro IPCA+,2024-08-15,2009-12-24,754.1,4.36936224331563
Tesouro Prefixado,2012-01-01,2009-12-24,796.97,11.88663436830934
Tesouro Prefixado,2010-07-01,2009-12-24,956.45,8.98605377520849
Tesouro Prefixado,2010-01-01,2009-12-24,998.35,7.831003213327831
Tesouro Prefixado,2010-01-01,2009-12-28,998.68,12.818722794677681
Tesouro Prefixado,2010-07-01,2009-12-28,956.79,9.11242268605592
Tesouro Prefixado,2011-01-01,2009-12-28,904.23,10.47824541953568
Tesouro Selic,2010-03-17,2009-12-28,4093.39,4.8453137858393
Tesouro Selic,2013-03-07,2009-12-28,4088.28,0.34848011445217997
Tesouro Selic,2011-03-16,2009-12-28,4092.49,0.85996710201452
Tesouro Selic,2014-03-07,2009-12-28,4086.64,0.2718620258
Tesouro Selic,2012-03-07,2009-12-28,4090.8,0.48837015417915003
Tesouro IPCA+,2024-08-15,2009-12-28,754.64,4.36918012408635
Tesouro IPCA+,2015-05-15,2009-12-28,1311.88,4.6455202543159695
Tesouro Prefixado,2012-01-01,2009-12-28,797.33,11.92998188024465
Tesouro Selic,2011-03-16,2009-12-29,4093.84,0.84295668598664
Tesouro Selic,2014-03-07,2009-12-29,4087.99,0.26658177944405
Tesouro Selic,2010-03-17,2009-12-29,4094.74,4.79723035957453
Tesouro Selic,2012-03-07,2009-12-29,4092.15,0.47852596010748
Tesouro Prefixado,2010-01-01,2009-12-29,999.01,12.81647563395016
Tesouro IPCA+,2024-08-15,2009-12-29,755.95,4.36147802669715
Tesouro IPCA+,2015-05-15,2009-12-29,1312.37,4.64292422287384
Tesouro Prefixado,2011-01-01,2009-12-29,904.42,10.48512316982073
Tesouro Selic,2013-03-07,2009-12-29,4089.64,0.34155448143774997
Tesouro Prefixado,2010-07-01,2009-12-29,957.08,9.09849942296305
Tesouro Prefixado,2012-01-01,2009-12-29,796.97,11.97238792950108
Tesouro Selic,2013-03-07,2009-12-30,4090.99,0.3346729645389
Tesouro Selic,2011-03-16,2009-12-30,4095.19,0.82587827890079
Tesouro Prefixado,2012-01-01,2009-12-30,797.19,11.974264921419369
Tesouro Selic,2014-03-07,2009-12-30,4089.34,0.26129670363135
Tesouro IPCA+,2015-05-15,2009-12-30,1312.21,4.64698353839607
Tesouro IPCA+,2024-08-15,2009-12-30,758.3,4.3470325304546895
Tesouro Prefixado,2010-07-01,2009-12-30,957.32,9.09581750775361
Tesouro Selic,2010-03-17,2009-12-30,4096.09,4.74795819368352
Tesouro Prefixado,2011-01-01,2009-12-30,904.7,10.481104293742929
Tesouro Selic,2012-03-07,2009-12-30,4093.5,0.46866151483990004
Tesouro Prefixado,2012-01-01,2009-12-31,797.83,11.94669393419796
Tesouro IPCA+,2015-05-15,2009-12-31,1312.04,4.65114985023269
Tesouro IPCA+,2024-08-15,2009-12-31,758.57,4.34611118908012
Tesouro Prefixado,2010-07-01,2009-12-31,957.48,9.11141336128031
Tesouro Selic,2010-03-17,2009-12-31,4097.44,4.69745118992153
Tesouro Selic,2011-03-16,2009-12-31,4096.54,0.80873142908262
Tesouro Selic,2012-03-07,2009-12-31,4094.85,0.45877674240069005
Tesouro Selic,2013-03-07,2009-12-31,4092.34,0.32778244587113997
Tesouro Selic,2014-03-07,2009-12-31,4090.7,0.25596634200995
Tesouro Prefixado,2011-01-01,2009-12-31,904.56,10.52826509319377
Tesouro Selic,2013-03-07,2010-01-04,4093.69,0.0
Tesouro Selic,2012-03-07,2010-01-04,4096.21,0.0
Tesouro Selic,2011-03-16,2010-01-04,4097.9,0.0
Tesouro Selic,2010-03-17,2010-01-04,4098.8,0.0
Tesouro Prefixado,2010-07-01,2010-01-04,957.86,9.23645269219846
Tesouro Selic,2014-03-07,2010-01-04,4092.05,0.0
Tesouro Prefixado,2013-01-01,2010-01-04,702.38,12.53077153444981
Tesouro Prefixado,2011-01-01,2010-01-04,904.92,10.60617215924659
Tesouro IPCA+,2024-08-15,2010-01-04,759.11,4.38274990012967
Tesouro IPCA+,2015-05-15,2010-01-04,1313.65,4.74507311135263
Tesouro Prefixado,2012-01-01,2010-01-04,798.33,11.9809730475364
Tesouro IPCA+,2015-05-15,2010-01-05,1314.14,4.74252301880844
Tesouro IPCA+,2024-08-15,2010-01-05,760.42,4.3750895391066305
Tesouro Prefixado,2011-01-01,2010-01-05,905.69,10.5418937889975
Tesouro Prefixado,2010-07-01,2010-01-05,958.41,9.16160478183105
Tesouro Prefixado,2012-01-01,2010-01-05,799.83,11.89270736274803
Tesouro Prefixado,2013-01-01,2010-01-05,704.39,12.43541984299045
Tesouro Selic,2013-03-07,2010-01-05,4095.05,0.0
Tesouro Selic,2014-03-07,2010-01-05,4093.4,0.0
Tesouro Selic,2012-03-07,2010-01-05,4097.56,0.0
Tesouro Selic,2010-03-17,2010-01-05,4100.14,0.0
Tesouro Selic,2011-03-16,2010-01-05,4099.25,0.0
Tesouro IPCA+,2024-08-15,2010-01-06,762.78,4.360650931472191
Tesouro Selic,2011-03-16,2010-01-06,4100.6,0.0
Tesouro Selic,2010-03-17,2010-01-06,4101.49,0.0
Tesouro Selic,2012-03-07,2010-01-06,4098.92,0.0
Tesouro Prefixado,2012-01-01,2010-01-06,800.61,11.8551099192605
Tesouro Selic,2014-03-07,2010-01-06,4094.76,0.0
Tesouro Selic,2013-03-07,2010-01-06,4096.4,0.0
Tesouro Prefixado,2011-01-01,2010-01-06,906.37,10.48850708441349
Tesouro Prefixado,2010-07-01,2010-01-06,958.78,9.12853844043599
Tesouro IPCA+,2015-05-15,2010-01-06,1315.96,4.72632119469111
Tesouro Prefixado,2013-01-01,2010-01-06,704.53,12.44001848499236
Tesouro Selic,2013-03-07,2010-01-07,4097.76,0.0
Tesouro Prefixado,2011-01-01,2010-01-07,907.46,10.384148086999211
Tesouro Selic,2011-03-16,2010-01-07,4101.96,0.0
Tesouro Selic,2010-03-17,2010-01-07,4102.85,0.0
Tesouro Selic,2012-03-07,2010-01-07,4100.27,0.0
Tesouro IPCA+,2015-05-15,2010-01-07,1317.77,4.7102336035508
Tesouro IPCA+,2024-08-15,2010-01-07,765.15,4.34619166983432
Tesouro Prefixado,2010-07-01,2010-01-07,959.29,9.06191052292593
Tesouro Prefixado,2013-01-01,2010-01-07,705.79,12.38480341089778
Tesouro Prefixado,2012-01-01,2010-01-07,801.67,11.797770530577619
Tesouro Selic,2014-03-07,2010-01-07,4096.11,0.0
Tesouro Selic,2014-03-07,2010-01-08,4097.47,0.0
Tesouro Selic,2010-03-17,2010-01-08,4104.2,0.0
Tesouro IPCA+,2024-08-15,2010-01-08,765.42,4.3452845075210895
Tesouro IPCA+,2015-05-15,2010-01-08,1318.26,4.70767835810008
Tesouro Prefixado,2010-07-01,2010-01-08,959.58,9.04708450608038
Tesouro Prefixado,2013-01-01,2010-01-08,705.37,12.41929560771544
Tesouro Prefixado,2012-01-01,2010-01-08,802.17,11.77980187306699
Tesouro Prefixado,2011-01-01,2010-01-08,907.89,10.36126073436056
Tesouro Selic,2013-03-07,2010-01-08,4099.12,0.0
Tesouro Selic,2011-03-16,2010-01-08,4103.31,0.0
Tesouro Selic,2012-03-07,2010-01-08,4101.62,0.0
Tesouro IPCA+,2015-05-15,2010-01-11,1320.38,4.69334624511821
Tesouro IPCA+,2024-08-15,2010-01-11,766.92,4.338124327675439
Tesouro Prefixado,2013-01-01,2010-01-11,705.89,12.42778767203474
Tesouro Prefixado,2011-01-01,2010-01-11,908.41,10.38819449848653
Tesouro Prefixado,2012-01-01,2010-01-11,802.67,11.796335529762331
Tesouro Selic,2010-03-17,2010-01-11,4105.56,0.0
Tesouro Selic,2011-03-16,2010-01-11,4104.67,0.0
Tesouro Selic,2014-03-07,2010-01-11,4098.82,0.0
Tesouro Selic,2013-03-07,2010-01-11,4100.47,0.0
Tesouro Prefixado,2010-07-01,2010-01-11,960.03,9.10358871074947
Tesouro Selic,2012-03-07,2010-01-11,4102.98,0.0
Tesouro Prefixado,2011-01-01,2010-01-12,908.52,10.40522406679775
Tesouro IPCA+,2024-08-15,2010-01-12,767.2,4.33715474622262
Tesouro IPCA+,2015-05-15,2010-01-12,1320.22,4.69745047089296
Tesouro Prefixado,2010-07-01,2010-01-12,960.32,9.088707849445859
Tesouro Selic,2011-03-16,2010-01-12,4106.02,0.0
Tesouro Selic,2010-03-17,2010-01-12,4106.91,0.0
Tesouro Selic,2012-03-07,2010-01-12,4104.34,0.0
Tesouro Selic,2013-03-07,2010-01-12,4101.83,0.0
Tesouro Selic,2014-03-07,2010-01-12,4100.18,0.0
Tesouro Prefixado,2012-01-01,2010-01-12,802.74,11.80872196251727
Tesouro Prefixado,2013-01-01,2010-01-12,705.47,12.46245673276384
Tesouro Selic,2013-03-07,2010-01-13,4103.19,0.0
Tesouro IPCA+,2024-08-15,2010-01-13,767.55,4.33573539563953
Tesouro IPCA+,2015-05-15,2010-01-13,1320.17,4.700430662031
Tesouro Prefixado,2010-07-01,2010-01-13,960.62,9.07122047674873
Tesouro Prefixado,2013-01-01,2010-01-13,705.62,12.46658560467368
Tesouro Prefixado,2012-01-01,2010-01-13,802.81,11.821144708509761
Tesouro Prefixado,2011-01-01,2010-01-13,908.64,10.42109702368498
Tesouro Selic,2014-03-07,2010-01-13,4101.54,0.0
Tesouro Selic,2012-03-07,2010-01-13,4105.69,0.0
Tesouro Selic,2010-03-17,2010-01-13,4108.26,0.0
Tesouro Selic,2011-03-16,2010-01-13,4107.37,0.0
Tesouro Selic,2010-03-17,2010-01-14,4109.62,0.0
Tesouro Selic,2011-03-16,2010-01-14,4108.73,0.0
Tesouro Prefixado,2011-01-01,2010-01-14,909.55,10.337534050310989
Tesouro Selic,2013-03-07,2010-01-14,4104.54,0.0
Tesouro Selic,2012-03-07,2010-01-14,4107.05,0.0
Tesouro Selic,2014-03-07,2010-01-14,4102.89,0.0
Tesouro IPCA+,2024-08-15,2010-01-14,767.77,4.33515220351838
Tesouro Prefixado,2012-01-01,2010-01-14,803.73,11.77333896979915
Tesouro Prefixado,2013-01-01,2010-01-14,706.32,12.44117961070836
Tesouro IPCA+,2015-05-15,2010-01-14,1321.9,4.68515524860257
Tesouro Prefixado,2010-07-01,2010-01-14,961.15,8.99682303763282
Tesouro Selic,2012-03-07,2010-01-15,4108.4,0.0
Tesouro Prefixado,2011-01-01,2010-01-15,909.75,10.34321402086653
Tesouro Selic,2013-03-07,2010-01-15,4105.9,0.0
Tesouro Selic,2014-03-07,2010-01-15,4104.25,0.0
Tesouro Prefixado,2012-01-01,2010-01-15,803.11,11.83473229310245
Tesouro Selic,2011-03-16,2010-01-15,4110.09,0.0
Tesouro Prefixado,2010-07-01,2010-01-15,961.36,9.000970495093801
Tesouro IPCA+,2015-05-15,2010-01-15,1321.83,4.68833630115748
Tesouro IPCA+,2024-08-15,2010-01-15,767.05,4.34061534373151
Tesouro Selic,2010-03-17,2010-01-15,4110.97,0.0
Tesouro Prefixado,2013-01-01,2010-01-15,705.35,12.505545991559968
Tesouro Selic,2010-03-17,2010-01-18,4112.33,0.0
Tesouro IPCA+,2024-08-15,2010-01-18,766.63,4.34581961606763
Tesouro IPCA+,2015-05-15,2010-01-18,1324.24,4.67101092473452
Tesouro Prefixado,2012-01-01,2010-01-18,804.44,11.79257550538166
Tesouro Prefixado,2013-01-01,2010-01-18,707.16,12.4448186484894
Tesouro Prefixado,2011-01-01,2010-01-18,910.58,10.33122804097121
Tesouro Prefixado,2010-07-01,2010-01-18,961.77,9.06933120792889
Tesouro Selic,2014-03-07,2010-01-18,4105.61,0.0
Tesouro Selic,2013-03-07,2010-01-18,4107.26,0.0
Tesouro Selic,2012-03-07,2010-01-18,4109.77,0.0
Tesouro Selic,2011-03-16,2010-01-18,4111.44,0.0
Tesouro Selic,2012-03-07,2010-01-19,4111.12,0.0
Tesouro Selic,2013-03-07,2010-01-19,4108.62,0.0
Tesouro Selic,2014-03-07,2010-01-19,4106.97,0.0
Tesouro Selic,2010-03-17,2010-01-19,4113.68,0.0
