Tipo Titulo,Data Vencimento,Data Base,PU Base Manha,Juros
Tesouro Selic,2012-03-07,2011-11-29,4972.95,3.7017431633360203
Tesouro Selic,2017-03-07,2011-11-29,4962.64,0.21433419518898997
Tesouro Prefixado,2012-01-01,2011-11-29,990.11,11.62883568943753
Tesouro Prefixado,2013-01-01,2011-11-29,903.18,9.770285390413889
Tesouro Prefixado,2014-01-01,2011-11-29,817.1,10.13848774630363
Tesouro Prefixado,2015-01-01,2011-11-29,732.62,10.58950951553088
Tesouro Selic,2015-03-07,2011-11-29,4966.58,0.32897598667354
Tesouro IPCA+,2015-05-15,2011-11-29,1766.34,3.48884098324129
Tesouro IPCA+,2035-05-15,2011-11-29,576.02,3.8743416185250603
Tesouro Selic,2013-03-07,2011-11-29,4971.83,0.79088840880003
Tesouro Selic,2014-03-07,2011-11-29,4969.71,0.45492343242021
Tesouro Prefixado,2012-01-01,2011-11-30,990.55,11.4466457039438
Tesouro Prefixado,2013-01-01,2011-11-30,903.52,9.758081170522171
Tesouro Prefixado,2014-01-01,2011-11-30,817.42,10.1317834904373
Tesouro Prefixado,2015-01-01,2011-11-30,732.71,10.59497912766216
Tesouro Selic,2017-03-07,2011-11-30,4964.77,0.20881339585483
Tesouro Selic,2015-03-07,2011-11-30,4968.72,0.32012303779385004
Tesouro Selic,2014-03-07,2011-11-30,4971.84,0.44237411519785
Tesouro Selic,2013-03-07,2011-11-30,4973.97,0.76899848405509
Tesouro Selic,2012-03-07,2011-11-30,4975.09,3.62550744542924
Tesouro IPCA+,2035-05-15,2011-11-30,576.24,3.8736357488304596
Tesouro IPCA+,2024-08-15,2011-11-30,1054.06,3.8063366132339205
Tesouro IPCA+,2015-05-15,2011-11-30,1769.3,3.4570570858355403
Tesouro IPCA+,2015-05-15,2011-12-01,1774.01,3.5079859548222405
Tesouro IPCA+,2024-08-15,2011-12-01,1059.54,3.8060498857257
Tesouro IPCA+,2035-05-15,2011-12-01,581.59,3.86109446633544
Tesouro Prefixado,2014-01-01,2011-12-01,819.13,10.03545623305883
Tesouro Prefixado,2013-01-01,2011-12-01,904.39,9.68665888835313
Tesouro Prefixado,2012-01-01,2011-12-01,990.98,11.26651508188159
Tesouro Selic,2012-03-07,2011-12-01,4977.22,0.0
Tesouro Selic,2017-03-07,2011-12-01,4966.91,0.0
Tesouro Selic,2014-03-07,2011-12-01,4973.98,0.0
Tesouro Selic,2015-03-07,2011-12-01,4970.86,0.0
Tesouro Prefixado,2015-01-01,2011-12-01,735.46,10.47065844613619
Tesouro Selic,2013-03-07,2011-12-01,4976.1,0.0
Tesouro Selic,2012-03-07,2011-12-02,4979.27,0.0
Tesouro Selic,2014-03-07,2011-12-02,4976.02,0.0
Tesouro Selic,2015-03-07,2011-12-02,4972.91,0.0
Tesouro Selic,2013-03-07,2011-12-02,4978.15,0.0
Tesouro Selic,2017-03-07,2011-12-02,4968.95,0.0
Tesouro IPCA+,2024-08-15,2011-12-02,1056.13,3.82506095663937
Tesouro Prefixado,2013-01-01,2011-12-02,903.65,9.79513575938275
Tesouro Prefixado,2014-01-01,2011-12-02,817.27,10.16942373848721
Tesouro Prefixado,2015-01-01,2011-12-02,733.49,10.57659322343218
Tesouro IPCA+,2035-05-15,2011-12-02,577.96,3.8806883344524
Tesouro IPCA+,2015-05-15,2011-12-02,1768.82,3.57149066440394
Tesouro Prefixado,2012-01-01,2011-12-02,991.37,11.12952796024604
Tesouro IPCA+,2015-05-15,2011-12-05,1770.03,3.56596605819219
Tesouro IPCA+,2035-05-15,2011-12-05,577.09,3.88668013087736
Tesouro IPCA+,2024-08-15,2011-12-05,1056.87,3.82363030393366
Tesouro Prefixado,2013-01-01,2011-12-05,903.73,9.86444423079269
Tesouro Prefixado,2012-01-01,2011-12-05,991.78,11.81302588256925
Tesouro Prefixado,2015-01-01,2011-12-05,732.36,10.66177348303087
Tesouro Selic,2017-03-07,2011-12-05,4971.0,0.0
Tesouro Selic,2015-03-07,2011-12-05,4974.95,0.0
Tesouro Selic,2014-03-07,2011-12-05,4978.08,0.0
Tesouro Selic,2013-03-07,2011-12-05,4980.2,0.0
Tesouro Selic,2012-03-07,2011-12-05,4981.32,0.0
Tesouro Prefixado,2014-01-01,2011-12-05,816.2,10.28125732731948
Tesouro Prefixado,2014-01-01,2011-12-06,814.98,10.37514895161315
Tesouro Prefixado,2015-01-01,2011-12-06,730.61,10.757991459582799
Tesouro Selic,2017-03-07,2011-12-06,4973.05,0.0
Tesouro Selic,2015-03-07,2011-12-06,4977.01,0.0
Tesouro Selic,2014-03-07,2011-12-06,4980.13,0.0
Tesouro Selic,2013-03-07,2011-12-06,4982.24,0.0
Tesouro Prefixado,2013-01-01,2011-12-06,903.71,9.89308007976794
Tesouro IPCA+,2024-08-15,2011-12-06,1054.74,3.83585679187212
Tesouro IPCA+,2035-05-15,2011-12-06,573.5,3.90622743783322
Tesouro IPCA+,2015-05-15,2011-12-06,1768.34,3.58870685858394
Tesouro Selic,2012-03-07,2011-12-06,4983.36,0.0
Tesouro Prefixado,2012-01-01,2011-12-06,992.18,11.65993266779279
Tesouro Prefixado,2015-01-01,2011-12-07,730.91,10.75327182174796
Tesouro Prefixado,2013-01-01,2011-12-07,904.22,9.86168227903465
Tesouro Prefixado,2012-01-01,2011-12-07,992.59,11.47868226676245
Tesouro IPCA+,2015-05-15,2011-12-07,1771.29,3.55695119264656
Tesouro Selic,2012-03-07,2011-12-07,4985.41,0.0
Tesouro Selic,2013-03-07,2011-12-07,4984.3,0.0
Tesouro Selic,2014-03-07,2011-12-07,4982.18,0.0
Tesouro IPCA+,2024-08-15,2011-12-07,1055.14,3.8345594836811605
Tesouro IPCA+,2035-05-15,2011-12-07,574.98,3.89880901350605
Tesouro Prefixado,2014-01-01,2011-12-07,815.91,10.32875352978872
Tesouro Selic,2015-03-07,2011-12-07,4979.06,0.0
Tesouro Selic,2017-03-07,2011-12-07,4975.1,0.0
Tesouro Selic,2014-03-07,2011-12-08,4984.23,0.0
Tesouro IPCA+,2015-05-15,2011-12-08,1776.38,3.5001376190466305
Tesouro IPCA+,2035-05-15,2011-12-08,580.44,3.87036546626928
Tesouro IPCA+,2024-08-15,2011-12-08,1062.12,3.7981784771648797
Tesouro Prefixado,2015-01-01,2011-12-08,733.03,10.658802293775201
Tesouro Prefixado,2012-01-01,2011-12-08,993.0,11.28294861908536
Tesouro Prefixado,2014-01-01,2011-12-08,817.61,10.23206678193009
Tesouro Prefixado,2013-01-01,2011-12-08,905.18,9.77902864676503
Tesouro Selic,2015-03-07,2011-12-08,4981.11,0.0
Tesouro Selic,2017-03-07,2011-12-08,4977.15,0.0
Tesouro Selic,2013-03-07,2011-12-08,4986.35,0.0
Tesouro Selic,2012-03-07,2011-12-08,4987.46,0.0
Tesouro Selic,2015-03-07,2011-12-09,4983.17,0.0
Tesouro IPCA+,2035-05-15,2011-12-09,580.67,3.86961463536106
Tesouro IPCA+,2024-08-15,2011-12-09,1061.26,3.8035870930535705
Tesouro IPCA+,2015-05-15,2011-12-09,1775.87,3.5089567788223004
Tesouro Prefixado,2012-01-01,2011-12-09,993.41,11.070885126515389
Tesouro Prefixado,2015-01-01,2011-12-09,731.5,10.74432026493785
Tesouro Selic,2017-03-07,2011-12-09,4979.2,0.0
Tesouro Selic,2012-03-07,2011-12-09,4989.51,0.0
Tesouro Selic,2013-03-07,2011-12-09,4988.4,0.0
Tesouro Selic,2014-03-07,2011-12-09,4986.28,0.0
Tesouro Prefixado,2014-01-01,2011-12-09,816.55,10.31561420187237
Tesouro Prefixado,2013-01-01,2011-12-09,904.81,9.8475218902249
Tesouro Selic,2015-03-07,2011-12-12,4985.22,0.0
Tesouro IPCA+,2024-08-15,2011-12-12,1067.13,3.77493809805156
Tesouro Prefixado,2015-01-01,2011-12-12,732.0,10.74993590454698
Tesouro IPCA+,2015-05-15,2011-12-12,1775.97,3.51634957444577
Tesouro IPCA+,2035-05-15,2011-12-12,584.97,3.8484258668811
Tesouro Prefixado,2014-01-01,2011-12-12,816.25,10.37861096580554
Tesouro Prefixado,2012-01-01,2011-12-12,993.82,11.98698104400675
Tesouro Prefixado,2013-01-01,2011-12-12,904.72,9.93808431625375
Tesouro Selic,2012-03-07,2011-12-12,4991.56,0.0
Tesouro Selic,2017-03-07,2011-12-12,4981.26,0.0
Tesouro Selic,2014-03-07,2011-12-12,4988.34,0.0
Tesouro Selic,2013-03-07,2011-12-12,4990.45,0.0
Tesouro Selic,2013-03-07,2011-12-13,4992.5,0.0
Tesouro Selic,2015-03-07,2011-12-13,4987.27,0.0
Tesouro Selic,2017-03-07,2011-12-13,4983.31,0.0
Tesouro Prefixado,2014-01-01,2011-12-13,817.18,10.331942897459399
Tesouro IPCA+,2035-05-15,2011-12-13,589.09,3.82741456629984
Tesouro IPCA+,2024-08-15,2011-12-13,1068.82,3.7668292374013204
Tesouro Selic,2012-03-07,2011-12-13,4993.61,0.0
Tesouro Prefixado,2015-01-01,2011-12-13,733.11,10.70511473880129
Tesouro Prefixado,2012-01-01,2011-12-13,994.24,11.74491563393698
Tesouro Prefixado,2013-01-01,2011-12-13,905.41,9.88563758525367
Tesouro IPCA+,2015-05-15,2011-12-13,1778.94,3.48432043328539
Tesouro Selic,2014-03-07,2011-12-13,4990.39,0.0
Tesouro Selic,2012-03-07,2011-12-14,4995.66,0.0
Tesouro Selic,2013-03-07,2011-12-14,4994.56,0.0
Tesouro IPCA+,2015-05-15,2011-12-14,1778.44,3.49303475817897
Tesouro IPCA+,2024-08-15,2011-12-14,1069.24,3.76543845120063
Tesouro Selic,2014-03-07,2011-12-14,4992.44,0.0
Tesouro Prefixado,2015-01-01,2011-12-14,732.59,10.740982062205461
Tesouro Prefixado,2014-01-01,2011-12-14,816.89,10.365528669190779
Tesouro Prefixado,2013-01-01,2011-12-14,905.31,9.92416527716226
Tesouro Selic,2015-03-07,2011-12-14,4989.33,0.0
Tesouro IPCA+,2035-05-15,2011-12-14,588.02,3.8334321783274996
Tesouro Selic,2017-03-07,2011-12-14,4985.37,0.0
Tesouro Prefixado,2012-01-01,2011-12-14,994.66,11.47697135269569
Tesouro Selic,2014-03-07,2011-12-15,4994.5,0.0
Tesouro Selic,2015-03-07,2011-12-15,4991.39,0.0
Tesouro Selic,2017-03-07,2011-12-15,4987.42,0.0
Tesouro Selic,2012-03-07,2011-12-15,4997.72,0.0
Tesouro Selic,2013-03-07,2011-12-15,4996.61,0.0
Tesouro Prefixado,2015-01-01,2011-12-15,732.48,10.75659147204972
Tesouro Prefixado,2014-01-01,2011-12-15,816.61,10.39856115320538
Tesouro Prefixado,2012-01-01,2011-12-15,995.07,11.20269824123514
Tesouro IPCA+,2035-05-15,2011-12-15,588.24,3.83274440481524
Tesouro IPCA+,2015-05-15,2011-12-15,1777.92,3.50200073525794
Tesouro IPCA+,2024-08-15,2011-12-15,1068.37,3.7708677001754696
Tesouro Prefixado,2013-01-01,2011-12-15,905.4,9.940902454829189
Tesouro Selic,2012-03-07,2011-12-16,4999.77,0.0
Tesouro Selic,2013-03-07,2011-12-16,4998.67,0.0
Tesouro Selic,2017-03-07,2011-12-16,4989.48,0.0
Tesouro Prefixado,2015-01-01,2011-12-16,731.57,10.8120052301835
Tesouro Prefixado,2013-01-01,2011-12-16,905.74,9.92871124911862
Tesouro Prefixado,2014-01-01,2011-12-16,816.17,10.44228311124111
Tesouro IPCA+,2024-08-15,2011-12-16,1064.94,3.7898775487065204
Tesouro IPCA+,2015-05-15,2011-12-16,1775.67,3.5313721168642704
Tesouro Selic,2014-03-07,2011-12-16,4996.56,0.0
Tesouro Selic,2015-03-07,2011-12-16,4993.45,0.0
Tesouro IPCA+,2035-05-15,2011-12-16,584.58,3.8523014428539497
Tesouro Prefixado,2012-01-01,2011-12-16,995.47,10.92081061771634
Tesouro Selic,2014-03-07,2011-12-19,4998.62,0.0
Tesouro Selic,2015-03-07,2011-12-19,4995.5,0.0
Tesouro Selic,2017-03-07,2011-12-19,4991.53,0.0
Tesouro Selic,2012-03-07,2011-12-19,5001.83,0.0
Tesouro Prefixado,2012-01-01,2011-12-19,995.88,12.299055871035119
Tesouro Prefixado,2014-01-01,2011-12-19,815.89,10.5051365472375
Tesouro Prefixado,2015-01-01,2011-12-19,730.46,10.89823070641633
Tesouro IPCA+,2035-05-15,2011-12-19,581.13,3.87180323278892
Tesouro IPCA+,2015-05-15,2011-12-19,1774.59,3.55281622863488
Tesouro IPCA+,2024-08-15,2011-12-19,1069.52,3.76810571903649
Tesouro Prefixado,2013-01-01,2011-12-19,906.0,9.98068667382869
Tesouro Selic,2013-03-07,2011-12-19,5000.72,0.0
Tesouro Selic,2014-03-07,2011-12-20,5000.67,0.0
Tesouro Selic,2015-03-07,2011-12-20,4997.56,0.0
Tesouro IPCA+,2035-05-15,2011-12-20,581.36,3.87105303368544
Tesouro IPCA+,2015-05-15,2011-12-20,1774.08,3.56176654435997
Tesouro IPCA+,2024-08-15,2011-12-20,1063.55,3.8006102695348396
Tesouro Prefixado,2014-01-01,2011-12-20,815.61,10.53864433152411
Tesouro Prefixado,2013-01-01,2011-12-20,906.25,9.97904630599655
Tesouro Prefixado,2015-01-01,2011-12-20,730.36,10.913590265654479
Tesouro Selic,2017-03-07,2011-12-20,4993.59,0.0
Tesouro Selic,2012-03-07,2011-12-20,5003.88,0.0
Tesouro Selic,2013-03-07,2011-12-20,5002.78,0.0
Tesouro Prefixado,2012-01-01,2011-12-20,996.28,12.01231413614642
Tesouro Selic,2017-03-07,2011-12-21,4995.65,0.0
Tesouro Selic,2012-03-07,2011-12-21,5005.94,0.0
Tesouro Selic,2013-03-07,2011-12-21,5004.84,0.0
Tesouro Selic,2014-03-07,2011-12-21,5002.73,0.0
Tesouro Selic,2015-03-07,2011-12-21,4999.62,0.0
Tesouro Prefixado,2012-01-01,2011-12-21,996.69,11.63778076600086
Tesouro IPCA+,2024-08-15,2011-12-21,1066.5,3.7857699195541703
Tesouro Prefixado,2014-01-01,2011-12-21,816.99,10.46160990912181
Tesouro Prefixado,2015-01-01,2011-12-21,732.26,10.82892278208247
Tesouro IPCA+,2015-05-15,2011-12-21,1775.87,3.5434812745280597
Tesouro IPCA+,2035-05-15,2011-12-21,585.44,3.85009636514592
Tesouro Prefixado,2013-01-01,2011-12-21,906.94,9.92571260583532
Tesouro IPCA+,2035-05-15,2011-12-22,588.28,3.8357354027904704
Tesouro IPCA+,2024-08-15,2011-12-22,1069.5,3.77070394885166
Tesouro IPCA+,2015-05-15,2011-12-22,1777.74,3.5242443321268304
Tesouro Prefixado,2015-01-01,2011-12-22,733.57,10.77382020742654
Tesouro Prefixado,2014-01-01,2011-12-22,818.21,10.39521603517978
Tesouro Prefixado,2013-01-01,2011-12-22,907.7,9.86395218309279
Tesouro Prefixado,2012-01-01,2011-12-22,997.11,11.14995779829686
Tesouro Selic,2017-03-07,2011-12-22,4997.71,0.0
Tesouro Selic,2012-03-07,2011-12-22,5008.0,0.0
Tesouro Selic,2013-03-07,2011-12-22,5006.9,0.0
Tesouro Selic,2014-03-07,2011-12-22,5004.79,0.0
Tesouro Selic,2015-03-07,2011-12-22,5001.68,0.0
Tesouro Selic,2017-03-07,2011-12-23,4999.77,0.0
Tesouro Selic,2013-03-07,2011-12-23,5008.96,0.0
Tesouro Selic,2014-03-07,2011-12-23,5006.85,0.0
Tesouro Selic,2015-03-07,2011-12-23,5003.75,0.0
Tesouro Selic,2012-03-07,2011-12-23,5010.05,0.0
Tesouro Prefixado,2012-01-01,2011-12-23,997.52,10.60240802675909
Tesouro Prefixado,2015-01-01,2011-12-23,730.26,10.94980687950681
Tesouro Prefixado,2014-01-01,2011-12-23,815.54,10.58823861377886
Tesouro IPCA+,2024-08-15,2011-12-23,1062.27,3.80994518909576
Tesouro IPCA+,2035-05-15,2011-12-23,582.05,3.8688042907522
Tesouro IPCA+,2015-05-15,2011-12-23,1769.82,3.62119874006698
Tesouro Prefixado,2013-01-01,2011-12-23,906.61,10.020199486909059
Tesouro Prefixado,2012-01-01,2011-12-26,997.93,13.44430797825098
Tesouro IPCA+,2015-05-15,2011-12-26,1765.4,3.68299203863349
Tesouro IPCA+,2035-05-15,2011-12-26,578.64,3.88819816680765
Tesouro IPCA+,2024-08-15,2011-12-26,1061.78,3.8150828116055804
Tesouro Prefixado,2015-01-01,2011-12-26,729.17,11.03615473683587
Tesouro Prefixado,2013-01-01,2011-12-26,906.37,10.1335857930783
Tesouro Selic,2015-03-07,2011-12-26,5005.81,0.0
Tesouro Selic,2012-03-07,2011-12-26,5012.12,0.0
Tesouro Selic,2014-03-07,2011-12-26,5008.91,0.0
Tesouro Selic,2013-03-07,2011-12-26,5011.02,0.0
Tesouro Selic,2017-03-07,2011-12-26,5001.83,0.0
Tesouro Prefixado,2014-01-01,2011-12-26,814.53,10.7015186009006
Tesouro Prefixado,2014-01-01,2011-12-27,813.08,10.81475269042724
Tesouro Prefixado,2013-01-01,2011-12-27,905.72,10.240076622297039
Tesouro Prefixado,2012-01-01,2011-12-27,998.34,12.90355354339289
Tesouro Selic,2017-03-07,2011-12-27,5003.89,0.0
Tesouro Selic,2012-03-07,2011-12-27,5014.17,0.0
Tesouro Selic,2013-03-07,2011-12-27,5013.08,0.0
Tesouro Selic,2014-03-07,2011-12-27,5010.98,0.0
Tesouro Selic,2015-03-07,2011-12-27,5007.87,0.0
Tesouro IPCA+,2024-08-15,2011-12-27,1058.39,3.83405473630671
Tesouro Prefixado,2015-01-01,2011-12-27,727.69,11.121586472115801
Tesouro IPCA+,2035-05-15,2011-12-27,576.32,3.9009787240258804
Tesouro IPCA+,2015-05-15,2011-12-27,1763.23,3.7120535921784095
Tesouro Selic,2013-03-07,2011-12-28,5015.14,0.0
Tesouro Selic,2015-03-07,2011-12-28,5009.93,0.0
Tesouro Selic,2014-03-07,2011-12-28,5013.04,0.0
Tesouro Selic,2012-03-07,2011-12-28,5016.23,0.0
Tesouro Selic,2017-03-07,2011-12-28,5005.95,0.0
Tesouro Prefixado,2013-01-01,2011-12-28,906.74,10.14667613472999
Tesouro Prefixado,2012-01-01,2011-12-28,998.75,12.09897746261348
Tesouro Prefixado,2015-01-01,2011-12-28,729.98,11.01635752764593
Tesouro IPCA+,2024-08-15,2011-12-28,1062.59,3.8124438683988204
Tesouro IPCA+,2015-05-15,2011-12-28,1766.72,3.6732446427822003
Tesouro IPCA+,2035-05-15,2011-12-28,580.37,3.87997396891834
Tesouro Prefixado,2014-01-01,2011-12-28,815.04,10.6977100936586
Tesouro Prefixado,2013-01-01,2011-12-29,907.42,10.09380350651341
Tesouro Selic,2013-03-07,2011-12-29,5017.21,0.0
Tesouro Selic,2012-03-07,2011-12-29,5018.3,0.0
Tesouro Prefixado,2012-01-01,2011-12-29,999.17,10.63811455983727
Tesouro Prefixado,2014-01-01,2011-12-29,815.81,10.6610275700864
Tesouro Selic,2017-03-07,2011-12-29,5008.02,0.0
Tesouro IPCA+,2024-08-15,2011-12-29,1063.0,3.8110981252903
Tesouro IPCA+,2015-05-15,2011-12-29,1769.65,3.6411716949700397
Tesouro IPCA+,2035-05-15,2011-12-29,581.87,3.87252326951885
Tesouro Selic,2014-03-07,2011-12-29,5015.11,0.0
Tesouro Prefixado,2015-01-01,2011-12-29,730.87,10.98196310206185
Tesouro Selic,2015-03-07,2011-12-29,5012.0,0.0
Tesouro Prefixado,2015-01-01,2011-12-30,731.77,10.94706708855413
Tesouro IPCA+,2015-05-15,2011-12-30,1772.58,3.6091147234642498
Tesouro Selic,2015-03-07,2011-12-30,5014.07,0.0
Tesouro Selic,2014-03-07,2011-12-30,5017.17,0.0
Tesouro Selic,2013-03-07,2011-12-30,5019.27,0.0
Tesouro IPCA+,2035-05-15,2011-12-30,584.67,3.85826730370912
Tesouro Selic,2017-03-07,2011-12-30,5010.08,0.0
Tesouro Selic,2012-03-07,2011-12-30,5020.36,0.0
Tesouro Prefixado,2013-01-01,2011-12-30,907.93,10.06118039156862
Tesouro Prefixado,2014-01-01,2011-12-30,816.43,10.63443346322261
Tesouro IPCA+,2024-08-15,2011-12-30,1067.22,3.7894686243866404
Tesouro Prefixado,2012-01-01,2011-12-30,999.58,7.97382083066866
Tesouro Selic,2017-03-07,2012-01-02,5012.15,0.21196410990684
Tesouro Selic,2014-03-07,2012-01-02,5019.24,0.45989471269636
Tesouro Selic,2015-03-07,2012-01-02,5016.13,0.32846697776676
Tesouro Selic,2012-03-07,2012-01-02,5022.43,5.5122106620438105
Tesouro Selic,2013-03-07,2012-01-02,5021.34,0.8272094078833
Tesouro Prefixado,2013-01-01,2012-01-02,908.28,10.10546245073793
Tesouro Prefixado,2015-01-01,2012-01-02,732.07,10.96347631926988
Tesouro IPCA+,2035-05-15,2012-01-02,585.1,3.8745215504993804
Tesouro IPCA+,2024-08-15,2012-01-02,1068.0,3.81952820721771
Tesouro IPCA+,2015-05-15,2012-01-02,1773.84,3.7216788192662302
Tesouro Prefixado,2014-01-01,2012-01-02,816.76,10.65801471873308
Tesouro Prefixado,2014-01-01,2012-01-03,817.68,10.61098178782313
Tesouro Prefixado,2015-01-01,2012-01-03,733.36,10.90881751192891
Tesouro Prefixado,2013-01-01,2012-01-03,908.79,10.07256816727593
Tesouro Selic,2015-03-07,2012-01-03,5018.2,0.31975100427052
Tesouro Selic,2012-03-07,2012-01-03,5024.49,5.43033425153598
Tesouro Selic,2014-03-07,2012-01-03,5021.31,0.44732937577816
Tesouro Selic,2013-03-07,2012-01-03,5023.4,0.80485515799302
Tesouro IPCA+,2024-08-15,2012-01-03,1073.51,3.79116001362402
Tesouro IPCA+,2035-05-15,2012-01-03,590.51,3.84675384977846
Tesouro IPCA+,2015-05-15,2012-01-03,1776.2,3.69646866080319
Tesouro Selic,2017-03-07,2012-01-03,5014.21,0.20658601898698997
Tesouro IPCA+,2024-08-15,2012-01-04,1076.49,3.77626135687747
Tesouro IPCA+,2035-05-15,2012-01-04,593.35,3.83249819660929
Tesouro IPCA+,2015-05-15,2012-01-04,1776.29,3.69845719837451
Tesouro Prefixado,2013-01-01,2012-01-04,908.97,10.07973475870211
Tesouro Prefixado,2015-01-01,2012-01-04,732.68,10.95371467038477
Tesouro Prefixado,2014-01-01,2012-01-04,817.42,10.643958381406971
Tesouro Selic,2012-03-07,2012-01-04,5026.55,5.34599601394396
Tesouro Selic,2014-03-07,2012-01-04,5023.38,0.43473934980261997
Tesouro Selic,2015-03-07,2012-01-04,5020.27,0.31102445080934
Tesouro Selic,2017-03-07,2012-01-04,5016.28,0.20117813147918998
Tesouro Selic,2013-03-07,2012-01-04,5025.47,0.7822933418406299
Tesouro IPCA+,2015-05-15,2012-01-05,1771.87,3.75464875456952
Tesouro Selic,2013-03-07,2012-01-05,5027.54,0.75964102394365
Tesouro Selic,2012-03-07,2012-01-05,5028.62,5.258229026752851
Tesouro Selic,2015-03-07,2012-01-05,5022.34,0.30228728781747
Tesouro Selic,2014-03-07,2012-01-05,5025.44,0.42218812195610994
Tesouro Selic,2017-03-07,2012-01-05,5018.35,0.19576708491593
Tesouro Prefixado,2015-01-01,2012-01-05,730.61,11.06933376140701
Tesouro Prefixado,2013-01-01,2012-01-05,908.59,10.15540606365437
Tesouro IPCA+,2035-05-15,2012-01-05,583.21,3.8858383242875
Tesouro IPCA+,2024-08-15,2012-01-05,1067.96,3.8222756535828397
Tesouro Prefixado,2014-01-01,2012-01-05,815.98,10.75742335327152
Tesouro Selic,2017-03-07,2012-01-06,5020.42,0.19035287247528
Tesouro Selic,2015-03-07,2012-01-06,5024.41,0.29353948563528
Tesouro Selic,2014-03-07,2012-01-06,5027.51,0.40954848080747
Tesouro Selic,2013-03-07,2012-01-06,5029.61,0.7368975865324501
Tesouro Selic,2012-03-07,2012-01-06,5030.69,5.1677348095946405
Tesouro Prefixado,2015-01-01,2012-01-06,729.34,11.144740027210991
Tesouro Prefixado,2013-01-01,2012-01-06,908.78,10.16161601782354
Tesouro Prefixado,2014-01-01,2012-01-06,815.73,10.79009012365246
Tesouro IPCA+,2035-05-15,2012-01-06,588.47,3.85875006072287
Tesouro IPCA+,2024-08-15,2012-01-06,1061.81,3.85593898016207
Tesouro IPCA+,2015-05-15,2012-01-06,1767.66,3.8085582965019897
Tesouro Selic,2017-03-07,2012-01-09,5022.49,0.18513199111283
Tesouro Selic,2014-03-07,2012-01-09,5029.58,0.39789318744756
Tesouro Selic,2015-03-07,2012-01-09,5026.48,0.28527570112587997
Tesouro Selic,2012-03-07,2012-01-09,5032.76,5.25387865220445
Tesouro Selic,2013-03-07,2012-01-09,5031.68,0.71745067031585
Tesouro Prefixado,2013-01-01,2012-01-09,909.78,10.127355399068499
Tesouro Prefixado,2015-01-01,2012-01-09,730.43,11.121403111144911
Tesouro IPCA+,2024-08-15,2012-01-09,1065.08,3.84101443242752
Tesouro IPCA+,2035-05-15,2012-01-09,590.18,3.8512276674616404
Tesouro IPCA+,2015-05-15,2012-01-09,1772.25,3.76257892820621
Tesouro Prefixado,2014-01-01,2012-01-09,816.94,10.7542408714008
Tesouro Selic,2015-03-07,2012-01-10,5028.56,0.27644807183617004
Tesouro Selic,2012-03-07,2012-01-10,5034.82,5.15804538334225
Tesouro Selic,2017-03-07,2012-01-10,5024.56,0.1797057628988
Tesouro Selic,2013-03-07,2012-01-10,5033.75,0.69442172176548
Tesouro Selic,2014-03-07,2012-01-10,5031.66,0.38510852996552997
Tesouro Prefixado,2013-01-01,2012-01-10,910.37,10.08407686882324
Tesouro Prefixado,2015-01-01,2012-01-10,730.35,11.13627404756263
Tesouro IPCA+,2015-05-15,2012-01-10,1772.9,3.75786487186513
Tesouro IPCA+,2035-05-15,2012-01-10,586.52,3.87078453346683
Tesouro IPCA+,2024-08-15,2012-01-10,1061.69,3.8599980295645797
Tesouro Prefixado,2014-01-01,2012-01-10,817.27,10.74728165416198
Tesouro Prefixado,2014-01-01,2012-01-11,818.91,10.65053525602499
Tesouro IPCA+,2035-05-15,2012-01-11,589.33,3.8565730076463898
Tesouro IPCA+,2015-05-15,2012-01-11,1775.23,3.73285722458343
Tesouro IPCA+,2024-08-15,2012-01-11,1064.62,3.84517362097105
Tesouro Prefixado,2015-01-01,2012-01-11,732.22,11.05153069470072
Tesouro Prefixado,2013-01-01,2012-01-11,911.12,10.020793700780011
Tesouro Selic,2013-03-07,2012-01-11,5035.82,0.6712988653330799
Tesouro Selic,2017-03-07,2012-01-11,5026.63,0.17427633917426
Tesouro Selic,2014-03-07,2012-01-11,5033.73,0.37236240447053
Tesouro Selic,2015-03-07,2012-01-11,5030.63,0.26765327639566
Tesouro Selic,2012-03-07,2012-01-11,5036.89,5.0580220232041295
Tesouro IPCA+,2035-05-15,2012-01-12,589.55,3.85588808872012
Tesouro IPCA+,2024-08-15,2012-01-12,1065.02,3.8438880848554904
Tesouro IPCA+,2015-05-15,2012-01-12,1774.76,3.74165452485475
Tesouro Prefixado,2015-01-01,2012-01-12,731.74,11.08677993909574
Tesouro Prefixado,2013-01-01,2012-01-12,911.31,10.02678763930315
Tesouro Selic,2015-03-07,2012-01-12,5032.7,0.25884767883925
Tesouro Selic,2012-03-07,2012-01-12,5038.97,4.95358873513382
Tesouro Selic,2017-03-07,2012-01-12,5028.7,0.16884371305012
Tesouro Selic,2014-03-07,2012-01-12,5035.8,0.35959087753498
Tesouro Selic,2013-03-07,2012-01-12,5037.89,0.64808145152381
Tesouro Prefixado,2014-01-01,2012-01-12,818.95,10.66334784907088
Tesouro Selic,2017-03-07,2012-01-13,5030.78,0.16338118957643
Tesouro IPCA+,2015-05-15,2012-01-13,1774.29,3.7504685239518603
Tesouro Selic,2012-03-07,2012-01-13,5041.03,4.84742176538051
Tesouro Selic,2015-03-07,2012-01-13,5034.77,0.25003124887146
